Recovery_Debt_Score,Days_Until_Due,Task_Priority_Weight,Is_Fixed_Time,Is_Recovery_Activity,Duration_Minutes,Label,_Category_ID_debug
48,12,2,0,0,60,1,4
8,9,3,0,1,60,1,3
98,7,2,1,0,90,1,1
19,13,1,0,0,30,1,2
60,3,1,0,1,90,1,3
34,14,1,0,0,120,1,2
49,13,1,0,1,90,1,3
81,0,2,0,0,180,0,0
61,10,1,0,0,60,0,4
16,6,1,0,0,60,1,2
87,0,1,0,1,30,1,3
2,10,3,0,0,30,1,4
31,3,1,0,0,120,1,2
98,7,3,1,0,120,1,1
12,1,1,1,1,180,1,3
88,5,3,1,0,30,1,1
72,12,3,1,0,30,1,0
67,5,3,1,0,120,1,1
13,11,3,1,0,120,1,1
100,8,1,0,1,120,1,3
97,4,3,0,0,60,0,0
10,9,3,1,0,90,1,1
55,3,3,1,0,90,1,4
66,4,2,1,0,30,1,2
91,11,2,1,0,60,1,1
28,11,3,0,0,120,1,0
8,9,2,1,0,30,1,1
66,14,1,0,0,60,0,2
24,10,1,0,0,180,1,0
97,4,3,0,1,60,1,3
75,7,2,0,0,30,1,0
41,9,1,0,1,90,1,3
8,11,3,0,0,120,1,0
78,7,2,0,0,180,0,2
39,1,2,0,0,60,1,2
24,6,2,1,0,30,1,0
4,7,1,1,0,30,1,1
10,10,2,0,0,120,1,2
58,5,3,0,1,30,1,3
97,4,2,0,1,30,1,3
87,10,2,0,0,120,0,4
78,8,3,0,1,180,1,3
37,12,2,0,0,90,1,4
71,2,3,1,0,90,1,0
4,11,3,0,0,60,1,0
47,12,3,1,0,180,1,0
89,12,3,1,0,60,1,1
17,9,2,1,0,90,1,1
69,3,2,0,0,120,1,4
36,8,1,0,1,30,1,3
59,5,1,0,1,90,1,3
47,7,3,1,0,180,1,0
76,6,1,0,0,90,0,2
27,10,1,1,0,180,1,1
68,1,3,1,0,180,1,1
76,2,3,0,0,180,1,0
80,0,3,1,0,60,1,1
39,8,3,0,0,120,1,0
44,12,3,0,0,90,1,4
95,6,3,0,1,120,1,3
61,0,2,0,0,30,1,2
92,2,2,0,1,90,1,3
57,3,1,0,1,120,1,3
66,3,3,0,0,120,1,4
55,4,2,1,0,30,1,1
39,13,1,0,0,180,1,2
97,2,2,1,0,90,1,1
39,2,1,0,1,90,1,3
90,0,3,0,0,30,1,0
76,6,1,0,1,180,0,3
32,10,2,1,0,90,1,1
5,9,2,0,1,90,1,3
87,13,3,0,0,90,0,0
18,0,1,0,0,180,1,4
79,1,3,1,0,30,1,1
39,12,2,0,1,90,1,3
91,3,2,0,0,120,0,1
96,12,2,0,0,180,0,4
58,3,1,0,1,60,1,3
58,4,1,0,1,30,1,3
47,10,2,1,0,120,1,1
40,1,2,1,0,90,1,1
12,3,3,1,0,60,1,0
44,0,3,0,0,30,1,4
88,1,2,0,0,180,0,0
52,0,1,0,1,60,1,3
41,9,3,1,0,60,1,1
99,9,1,0,1,120,1,3
62,12,1,0,1,30,0,3
26,3,3,0,0,120,1,2
37,3,2,0,0,120,1,2
59,6,3,0,1,90,1,3
6,9,2,1,0,180,1,1
4,10,2,0,1,60,1,3
44,10,1,0,0,30,1,2
57,8,2,1,0,180,1,1
30,8,1,0,1,180,1,3
22,4,2,0,0,30,1,4
41,9,1,0,0,180,1,4
9,0,1,0,1,90,1,3
31,0,1,1,0,180,1,1
52,5,2,1,1,90,1,3
29,1,1,0,1,60,1,3
38,7,1,0,0,60,1,2
30,12,1,0,0,120,1,4
81,8,1,0,0,90,0,2
99,12,2,0,0,60,0,2
1,3,1,0,1,180,1,3
77,4,2,0,0,30,1,2
76,10,1,0,0,30,0,4
92,7,1,1,0,90,1,2
11,2,3,1,0,120,1,4
38,4,2,0,0,180,1,2
65,2,1,0,0,90,1,4
95,11,2,1,0,30,1,2
12,9,1,0,0,90,1,2
45,2,3,1,0,180,1,1
26,2,2,0,0,60,1,4
16,12,2,0,0,180,1,4
94,11,3,0,0,60,0,4
97,6,2,1,0,60,1,0
59,14,2,0,0,60,1,2
63,6,2,0,0,90,1,4
87,6,1,0,0,30,0,0
34,9,1,0,0,90,1,1
69,7,1,0,0,30,0,4
82,4,2,1,0,180,1,4
29,4,3,0,0,120,1,0
70,13,1,1,0,180,1,2
73,3,1,0,0,90,1,1
95,6,2,0,0,90,0,4
97,9,3,0,0,30,0,2
62,3,2,1,0,90,1,1
27,14,2,0,1,60,1,3
59,1,2,0,1,90,1,3
78,3,3,0,0,30,1,1
93,12,3,0,0,30,0,0
36,12,3,1,0,60,1,1
92,7,2,1,0,30,1,1
21,8,3,1,0,120,1,0
67,2,2,1,0,180,1,0
19,6,1,1,0,90,1,2
95,13,1,0,0,120,0,2
99,11,3,1,0,90,1,0
67,13,1,1,1,120,1,3
90,8,1,0,1,90,1,3
63,10,2,1,0,60,1,1
16,3,3,0,0,30,1,4
11,9,3,1,0,30,1,1
21,14,2,1,0,60,1,1
16,2,2,0,0,120,1,4
9,4,3,0,0,180,1,0
64,0,1,1,1,120,1,3
21,2,3,1,0,30,1,1
89,14,1,1,0,180,1,4
81,7,1,0,0,90,0,2
49,10,2,1,0,180,1,1
13,7,1,0,1,120,1,3
63,14,3,0,0,60,1,0
46,12,2,1,0,90,1,1
28,3,1,1,0,120,1,1
75,1,2,0,0,90,1,4
35,12,1,0,0,180,1,2
98,7,1,0,0,30,0,2
51,7,1,0,0,120,1,0
75,9,2,0,1,60,1,3
6,3,3,0,0,180,1,0
28,2,3,1,0,120,1,1
10,1,3,1,0,60,1,1
32,8,2,1,0,120,1,2
5,0,1,1,1,180,1,3
78,6,2,0,0,120,1,4
31,4,1,0,1,90,1,3
50,7,3,1,0,180,1,1
74,3,2,0,0,120,1,4
57,6,2,0,1,30,1,3
86,12,2,0,1,120,1,3
25,4,1,0,0,90,1,4
97,14,1,0,0,60,0,1
45,13,2,0,1,60,1,3
97,4,2,0,0,60,0,4
28,13,1,1,0,30,1,1
3,8,3,0,0,90,1,4
80,8,1,0,0,180,0,4
98,12,3,0,1,60,1,3
12,8,3,0,0,90,1,1
38,11,2,0,1,120,1,3
14,5,2,0,0,30,1,0
28,5,2,1,0,90,1,0
28,4,2,1,0,90,1,1
74,8,1,0,0,180,0,4
31,9,1,0,1,90,1,3
1,7,1,0,1,180,1,3
46,6,2,1,0,30,1,1
77,6,2,0,0,30,1,1
83,5,3,0,0,120,0,0
21,4,1,0,0,180,1,2
74,12,1,1,0,180,1,1
26,3,2,0,0,60,1,2
66,2,3,1,0,60,1,1
80,2,2,0,0,120,1,4
55,5,1,0,0,30,1,4
91,14,3,0,0,60,0,0
92,3,3,1,0,90,1,0
20,11,2,0,0,30,1,2
46,11,3,1,0,90,1,1
79,5,1,0,1,180,0,3
100,2,3,0,0,30,1,0
58,14,1,0,1,120,1,3
83,3,2,0,1,180,1,3
5,14,3,0,0,180,1,1
18,8,3,0,0,90,1,2
56,4,2,1,0,180,1,1
68,12,1,0,0,60,0,0
2,6,1,0,1,30,1,3
0,9,3,1,0,60,1,1
57,1,3,1,0,90,1,1
37,13,2,1,0,90,1,1
14,13,2,1,0,30,1,0
33,4,1,1,0,180,1,2
60,8,2,1,0,120,1,1
34,10,3,0,0,90,1,0
63,2,1,1,1,30,1,3
24,13,2,0,0,120,1,4
23,8,3,0,0,180,1,0
11,13,2,0,0,90,1,4
17,10,2,1,0,30,1,1
14,14,3,0,0,30,1,1
79,5,2,0,0,30,1,0
26,3,2,0,0,90,1,4
71,6,2,1,0,120,1,1
59,7,1,0,1,30,1,3
45,5,1,0,0,180,1,2
88,4,1,0,0,30,0,2
16,5,3,1,0,120,1,1
92,4,1,0,0,90,0,4
52,7,3,1,0,30,1,1
7,0,3,0,0,30,1,4
78,10,1,0,1,180,0,3
26,6,2,0,0,180,1,4
45,14,2,1,0,30,1,1
49,9,1,0,1,30,1,3
70,9,3,1,0,180,1,0
2,10,3,0,0,120,1,2
92,1,1,1,0,60,1,1
63,14,2,1,0,60,1,1
43,13,2,1,0,30,1,1
52,8,2,1,1,180,1,3
23,0,1,1,0,90,1,0
59,10,2,0,0,90,1,4
2,9,3,0,0,60,1,0
19,5,2,0,1,120,1,3
45,8,3,1,0,60,1,1
14,0,2,0,0,30,1,2
24,3,1,0,0,120,1,1
93,3,2,1,0,90,1,4
77,14,1,0,0,180,0,2
70,8,2,0,0,180,0,1
16,10,1,0,0,30,1,2
83,4,2,1,0,60,1,0
99,4,1,0,1,30,1,3
8,5,3,1,0,180,1,1
37,0,1,0,0,90,1,4
47,0,3,0,0,180,1,0
59,14,2,1,0,120,1,1
62,8,3,0,0,180,1,0
85,2,3,0,0,180,1,4
1,3,2,1,0,120,1,1
87,0,2,0,0,60,1,4
71,8,1,0,0,180,0,2
10,14,2,1,0,30,1,4
63,7,3,0,0,180,1,2
76,1,3,1,0,30,1,1
80,7,1,0,0,120,0,2
71,14,1,0,0,180,0,1
20,6,2,1,0,120,1,1
17,10,1,0,1,120,1,3
93,5,3,1,0,60,1,1
63,0,1,0,0,180,1,2
81,14,1,0,1,30,1,3
94,6,1,0,1,30,1,3
37,9,2,1,0,180,1,1
31,6,2,1,0,60,1,4
10,12,2,0,0,60,1,4
44,13,3,0,1,60,1,3
88,8,3,0,0,30,0,1
32,0,2,0,0,120,1,4
40,1,1,1,0,60,1,1
7,10,3,1,0,30,1,1
10,8,3,0,1,30,1,3
85,12,2,0,1,120,1,3
50,8,2,0,0,180,1,0
87,12,3,0,0,180,0,4
40,5,1,0,0,60,1,4
16,5,2,0,0,60,1,4
75,3,3,0,0,120,1,2
45,3,2,0,0,60,1,1
31,4,3,0,1,120,1,3
78,2,2,0,0,30,1,4
79,0,3,0,0,60,1,0
53,14,1,0,0,30,1,4
85,0,3,1,0,90,1,1
91,11,1,1,0,120,1,1
19,14,2,0,1,90,1,3
32,12,1,0,0,60,1,2
73,6,1,0,1,30,0,3
39,0,1,0,0,60,1,4
31,0,3,0,0,90,1,0
96,2,1,0,1,60,1,3
1,9,1,0,0,180,1,2
96,14,1,0,1,90,1,3
32,3,3,1,0,60,1,1
76,3,1,0,0,30,1,4
29,1,1,0,0,60,1,4
32,0,1,1,0,30,1,4
76,2,2,0,0,180,1,4
25,10,1,0,0,60,1,4
21,3,2,0,0,180,1,4
65,2,3,0,0,90,1,0
37,7,2,0,0,30,1,2
89,13,2,0,0,90,0,4
45,9,1,0,0,30,1,2
14,0,2,0,0,180,1,4
97,13,1,0,1,120,1,3
43,1,2,0,0,60,1,4
48,12,2,1,0,180,1,1
74,6,3,0,0,30,1,0
60,3,1,0,1,30,1,3
66,7,2,0,1,30,1,3
5,10,1,1,0,30,1,1
8,12,2,1,0,60,1,4
5,2,2,0,0,90,1,0
72,5,2,0,1,120,1,3
94,8,3,0,0,60,0,0
31,0,1,0,1,30,1,3
40,0,2,0,0,60,1,4
75,7,3,0,1,180,1,3
7,2,1,0,1,30,1,3
71,4,1,0,0,120,1,2
49,0,2,0,0,30,1,4
91,4,3,1,0,120,1,1
61,10,1,1,0,120,1,1
83,5,3,0,0,90,0,4
61,7,2,1,0,90,1,1
6,12,1,0,0,60,1,4
74,13,3,1,0,60,1,1
83,2,1,0,0,120,0,2
79,2,1,1,0,30,1,1
3,11,2,0,1,180,1,3
5,10,3,0,0,180,1,4
57,10,3,0,0,30,1,0
21,9,3,0,0,30,1,0
25,8,3,0,0,90,1,4
2,3,1,0,0,180,1,2
40,14,2,1,0,120,1,1
59,3,2,0,0,60,1,2
13,11,2,0,0,90,1,0
74,6,2,0,0,180,0,4
81,1,2,0,0,30,1,4
11,7,1,0,0,180,1,2
86,5,3,0,0,120,0,2
11,2,2,1,0,90,1,1
12,8,1,0,1,30,1,3
24,4,3,0,1,120,1,3
44,7,2,1,0,60,1,1
18,6,1,0,1,90,1,3
54,13,3,0,0,120,1,0
99,7,2,0,1,120,1,3
44,6,3,1,0,30,1,1
7,2,2,1,1,60,1,3
92,1,2,0,0,120,0,4
52,6,1,0,0,90,1,2
54,2,3,0,0,120,1,0
31,2,3,0,0,180,1,4
50,1,1,0,0,90,1,4
43,3,1,1,0,90,1,1
81,7,3,0,0,120,0,2
69,11,2,0,0,30,1,2
17,0,3,1,0,90,1,0
82,0,3,1,0,180,1,1
21,11,3,0,0,30,1,0
36,13,2,0,1,30,1,3
95,4,2,0,0,30,0,4
55,10,1,1,0,90,1,0
58,4,2,0,0,30,1,4
2,10,2,1,0,120,1,1
27,11,2,0,1,30,1,3
73,0,2,1,0,180,1,1
34,5,1,1,1,60,1,3
60,0,1,0,1,180,1,3
92,4,1,0,0,90,0,4
53,8,2,1,0,30,1,1
62,11,2,1,0,30,1,1
78,13,3,1,0,120,1,0
96,4,2,1,0,30,1,1
6,5,2,0,0,180,1,0
75,7,1,0,0,90,0,2
48,10,2,0,0,60,1,2
93,0,1,0,0,30,1,2
84,13,3,1,0,60,1,1
30,1,3,1,0,30,1,1
57,8,2,1,0,90,1,0
60,2,1,0,1,180,1,3
23,5,3,0,0,90,1,0
19,4,2,0,0,60,1,2
36,10,3,1,0,30,1,0
3,1,1,0,1,60,1,3
91,13,2,1,0,180,1,1
19,14,3,0,0,90,1,0
59,6,1,0,0,60,1,2
23,3,1,0,0,60,1,2
49,0,3,1,0,180,1,1
48,12,2,0,0,30,1,0
50,3,2,0,1,60,1,3
95,5,3,1,0,180,1,1
35,6,2,0,0,30,1,0
97,14,3,0,0,30,0,4
99,6,1,0,0,90,0,2
65,13,2,0,1,180,0,3
78,6,1,0,1,30,0,3
33,2,1,0,1,90,1,3
35,5,2,0,0,120,1,2
5,12,3,0,0,180,1,0
38,7,3,1,0,120,1,1
41,3,2,0,0,30,1,0
57,12,2,1,0,180,1,1
11,7,1,0,1,90,1,3
2,1,3,0,0,30,1,0
17,14,1,0,1,180,1,3
39,9,2,0,0,180,1,4
20,8,2,0,1,120,1,3
14,8,2,0,1,30,1,3
96,7,3,1,0,90,1,1
98,9,1,0,0,90,0,4
25,13,2,0,1,30,1,3
7,12,1,0,1,30,1,3
99,9,2,0,0,60,0,4
93,0,2,0,0,120,0,4
86,1,3,1,0,30,1,0
41,5,3,1,0,30,1,1
43,9,3,0,0,60,1,4
13,4,3,0,0,60,1,4
77,11,3,0,0,180,1,2
1,13,3,0,0,90,1,4
36,8,2,1,0,120,1,1
68,4,1,1,1,180,1,3
37,1,1,0,1,30,1,3
40,9,1,0,1,60,1,3
61,3,1,0,1,90,1,3
59,8,1,0,0,180,1,2
13,0,2,0,0,90,1,4
88,10,3,0,1,60,1,3
83,0,3,0,0,180,1,0
1,11,1,0,1,180,1,3
69,6,2,0,0,90,1,4
16,10,1,0,1,60,1,3
88,2,1,0,0,30,1,2
27,9,3,1,0,180,1,1
65,1,2,1,0,30,1,1
34,8,2,0,0,60,1,4
100,2,3,1,0,180,1,1
4,1,3,1,0,180,1,1
64,11,2,0,0,30,1,0
39,7,2,0,0,120,1,4
75,9,2,1,0,30,1,4
55,5,2,1,0,30,1,1
35,5,1,1,0,120,1,1
44,9,2,1,0,60,1,1
22,10,1,0,0,60,1,2
46,6,1,0,1,180,1,3
30,6,2,1,0,90,1,2
10,10,2,0,0,90,1,4
9,12,2,1,0,180,1,0
66,14,1,0,1,90,0,3
13,5,3,0,0,30,1,0
79,3,1,0,0,30,1,4
73,10,3,0,0,120,1,4
92,8,3,1,0,120,1,0
9,5,2,0,0,180,1,0
75,3,2,0,0,180,1,0
93,11,1,0,0,180,0,4
0,2,2,1,0,30,1,1
4,3,2,0,0,90,1,0
19,2,2,0,1,180,1,3
7,14,1,0,0,180,1,4
42,1,1,0,0,30,1,2
75,13,1,1,0,30,1,2
0,4,1,0,1,30,1,3
56,1,1,1,0,90,1,1
63,5,1,1,0,180,1,0
83,2,1,0,0,60,1,4
27,5,3,1,0,60,1,0
36,14,2,1,0,180,1,4
46,10,2,0,0,180,1,2
100,9,3,0,0,180,0,0
75,8,1,0,1,180,0,3
36,0,2,1,0,90,1,1
48,5,2,0,1,60,1,3
43,8,2,1,0,120,1,1
55,10,2,0,0,60,1,0
27,3,3,0,0,60,1,0
78,10,2,1,0,30,1,1
5,11,1,0,0,180,1,2
60,1,2,1,0,180,1,4
19,12,1,0,1,180,1,3
77,3,2,0,1,30,1,3
1,0,1,0,1,90,1,3
72,2,3,1,0,90,1,0
36,9,2,0,1,120,1,3
19,8,2,0,0,90,1,4
25,9,2,0,0,90,1,4
28,4,3,1,0,180,1,1
0,14,3,0,0,60,1,0
34,10,2,0,0,90,1,4
69,5,2,0,0,90,1,2
100,2,3,0,0,30,1,0
58,4,1,1,0,120,1,0
68,10,3,0,0,30,1,4
32,7,1,1,0,180,1,2
50,5,3,0,0,60,1,1
77,3,2,0,0,120,1,4
11,1,3,0,0,30,1,2
19,13,1,0,0,90,1,0
52,8,1,0,0,90,1,2
87,12,3,1,0,120,1,0
42,11,2,0,0,90,1,4
97,0,1,0,0,30,1,4
88,0,1,0,1,30,1,3
49,12,1,0,1,90,1,3
28,3,1,0,1,90,1,3
56,6,2,0,0,180,1,4
38,0,3,1,0,60,1,1
94,8,2,0,0,120,0,4
55,3,3,0,0,30,1,2
42,2,2,0,0,120,1,4
49,0,3,0,0,180,1,4
22,9,3,0,0,30,1,0
43,3,2,0,0,180,1,0
37,8,2,1,0,180,1,0
83,12,2,0,0,90,0,4
22,13,2,1,0,120,1,1
44,9,1,0,0,120,1,2
51,5,1,0,0,90,1,2
79,5,3,1,0,120,1,1
49,0,2,1,0,90,1,1
7,9,1,0,0,30,1,2
84,1,2,0,1,180,1,3
0,10,2,1,0,180,1,0
7,5,3,0,0,120,1,0
28,1,1,1,0,60,1,2
95,2,3,1,0,180,1,1
4,3,1,0,1,90,1,3
85,10,1,0,0,60,0,2
46,4,1,0,0,60,1,0
33,14,2,0,0,180,1,4
64,8,3,1,0,180,1,1
54,11,2,0,0,180,1,4
89,14,3,0,0,90,0,2
42,14,3,0,0,60,1,0
73,3,2,0,1,120,1,3
29,12,3,1,0,90,1,4
81,10,1,0,1,30,1,3
16,8,2,0,0,180,1,0
25,10,3,0,0,60,1,4
7,9,3,0,1,90,1,3
46,2,3,0,1,30,1,3
75,7,3,0,0,90,1,4
90,11,2,0,0,90,0,0
71,0,2,0,1,120,1,3
88,10,1,0,0,120,0,2
45,8,3,0,0,90,1,4
67,8,2,1,0,30,1,1
32,9,2,1,0,60,1,1
0,1,3,1,0,60,1,0
18,3,1,1,0,180,1,2
30,12,1,0,1,180,1,3
79,7,3,1,0,60,1,1
13,6,3,1,0,90,1,0
52,0,1,0,0,90,1,2
47,4,2,0,0,120,1,2
68,6,3,0,0,120,1,0
89,14,3,0,0,180,0,0
61,3,1,0,1,60,1,3
91,14,3,0,0,90,0,0
65,14,2,0,1,60,1,3
63,0,1,0,1,30,1,3
69,8,2,0,0,60,1,4
62,13,1,1,0,30,1,2
72,4,1,0,0,120,1,2
32,10,1,0,0,120,1,2
40,1,1,0,0,180,1,4
88,7,2,0,1,60,1,3
47,10,3,0,1,60,1,3
12,12,3,1,0,30,1,0
72,1,1,0,0,120,1,4
76,2,3,0,0,30,1,0
30,13,3,0,0,120,1,4
74,9,3,1,0,30,1,0
67,0,3,1,0,120,1,1
97,10,1,0,0,30,0,2
3,1,2,0,0,120,1,2
18,13,1,0,1,30,1,3
69,6,2,1,0,60,1,1
97,9,1,0,0,180,0,2
81,1,1,0,1,30,1,3
12,5,3,1,0,180,1,1
22,14,2,0,0,60,1,2
82,2,2,1,0,60,1,0
74,3,1,1,0,120,1,4
0,10,2,1,0,180,1,1
87,14,1,0,1,90,1,3
53,12,3,1,0,120,1,1
70,7,3,0,1,180,1,3
88,13,3,1,0,30,1,1
84,2,2,0,1,30,1,3
14,9,2,0,0,60,1,2
64,5,3,1,0,90,1,0
75,0,1,0,0,30,1,2
70,6,3,0,0,180,1,0
14,7,1,0,0,180,1,2
20,10,2,0,0,30,1,2
18,13,2,1,0,180,1,1
59,7,2,0,0,180,1,4
92,2,1,0,1,60,1,3
88,13,3,0,1,90,1,3
32,9,1,0,1,60,1,3
48,0,3,0,0,90,1,0
95,8,2,0,1,180,1,3
34,12,1,0,1,90,1,3
43,5,2,1,0,180,1,1
89,10,2,0,0,180,0,2
10,8,1,0,1,60,1,3
98,6,3,0,0,60,0,4
71,0,1,0,1,120,1,3
77,11,1,0,0,30,0,0
73,11,3,0,0,120,1,0
65,0,3,0,0,120,1,0
45,5,3,0,1,90,1,3
8,4,3,1,0,180,1,1
2,8,3,0,0,180,1,4
84,1,2,0,1,180,1,3
25,7,3,1,0,30,1,1
71,10,2,1,0,90,1,1
47,4,1,0,1,90,1,3
65,1,3,0,1,180,1,3
69,12,2,1,0,120,1,1
27,9,2,1,0,30,1,1
92,10,2,1,0,120,1,1
25,10,1,1,1,60,1,3
24,11,2,1,0,90,1,1
11,5,1,1,0,90,1,0
4,9,2,0,1,120,1,3
97,7,3,0,0,30,0,0
47,3,1,0,0,90,1,2
36,1,1,0,1,120,1,3
78,11,1,0,0,30,0,2
43,10,2,1,0,120,1,1
99,4,3,1,0,30,1,1
14,14,1,0,0,180,1,4
42,11,3,1,0,30,1,1
47,1,1,1,0,60,1,2
86,1,2,1,0,180,1,1
69,14,1,0,1,120,0,3
45,5,1,0,0,180,1,1
42,10,2,0,0,180,1,4
20,9,3,1,0,120,1,1
22,8,2,0,0,120,1,2
79,12,1,0,0,60,0,2
46,3,2,1,0,120,1,1
14,5,1,0,0,90,1,2
24,6,3,0,0,90,1,2
35,12,1,0,0,60,1,4
74,10,2,0,1,30,1,3
50,5,2,0,0,30,1,4
14,7,2,1,0,90,1,0
67,3,2,0,0,120,1,4
20,11,1,0,0,60,1,1
12,14,2,0,1,30,1,3
85,0,2,1,0,30,1,1
18,6,3,0,0,180,1,0
33,2,1,1,1,90,1,3
77,13,3,0,0,120,1,2
67,5,1,0,0,60,1,4
51,1,3,1,0,30,1,1
26,8,3,1,0,180,1,0
28,0,3,0,0,90,1,2
27,5,2,0,0,90,1,4
34,5,2,0,0,60,1,2
7,4,2,0,0,30,1,4
15,12,1,0,1,60,1,3
35,4,1,0,0,60,1,2
29,0,1,0,0,180,1,2
17,9,3,0,0,90,1,2
1,11,1,0,1,120,1,3
48,4,3,1,0,90,1,0
76,1,2,0,0,90,1,4
3,6,1,0,0,180,1,2
89,2,2,0,1,120,1,3
88,12,2,0,0,30,0,0
93,14,2,0,0,120,0,4
74,3,1,0,1,30,1,3
6,2,3,0,0,120,1,4
94,2,2,0,0,60,1,2
73,3,3,1,0,120,1,0
38,4,1,0,1,180,1,3
12,0,2,0,0,30,1,0
30,3,1,0,0,90,1,2
70,11,1,0,0,180,0,0
62,11,2,1,0,30,1,0
55,10,3,1,0,30,1,1
41,7,2,0,0,90,1,0
60,9,2,0,0,60,1,4
41,6,2,0,1,180,1,3
55,8,3,0,0,90,1,1
35,4,1,0,1,90,1,3
83,12,1,0,1,60,1,3
67,14,1,0,0,180,0,2
6,9,1,0,0,90,1,2
53,3,3,1,0,60,1,1
0,7,1,0,0,180,1,2
43,8,2,0,0,120,1,2
44,12,2,0,0,30,1,2
46,6,2,0,1,60,1,3
12,13,2,1,0,30,1,1
21,6,1,0,1,120,1,3
20,4,2,0,0,90,1,4
85,3,1,0,1,90,1,3
91,13,1,0,0,180,0,4
8,9,2,0,0,60,1,0
25,0,2,1,0,60,1,0
8,9,2,1,0,180,1,4
14,9,1,0,0,30,1,4
9,6,1,0,1,90,1,3
87,0,2,1,0,90,1,4
41,0,2,1,0,60,1,1
71,4,3,0,0,60,1,0
23,12,3,0,0,180,1,0
79,8,2,0,0,120,1,4
48,5,1,0,0,30,1,2
25,2,1,1,0,120,1,2
90,12,2,0,0,120,0,4
36,2,2,1,0,60,1,1
67,6,2,0,0,60,1,2
49,5,1,0,0,60,1,4
23,8,3,1,0,120,1,1
18,5,2,1,0,30,1,1
99,4,2,0,1,60,1,3
59,9,2,1,0,90,1,1
38,6,2,0,0,30,1,2
73,0,1,1,0,90,1,2
88,11,2,0,0,30,0,4
17,6,2,1,0,60,1,4
18,2,2,0,0,180,1,1
35,13,3,0,0,60,1,0
73,8,2,0,1,120,1,3
96,14,3,1,0,120,1,0
54,5,2,1,0,30,1,1
68,8,2,1,0,120,1,1
46,12,3,1,0,60,1,0
48,14,1,0,1,90,1,3
98,4,3,0,0,60,0,0
97,6,2,0,0,30,0,4
32,12,1,0,0,120,1,2
20,13,1,0,0,90,1,4
80,3,1,0,0,180,1,2
21,14,2,1,0,90,1,1
47,6,2,0,1,90,1,3
36,12,3,0,0,60,1,0
14,0,1,0,1,180,1,3
34,6,3,0,0,30,1,0
91,7,2,1,0,30,1,4
70,4,3,0,0,90,1,4
31,1,3,1,0,90,1,0
10,4,2,0,1,120,1,3
9,5,1,1,0,180,1,0
72,11,2,1,0,90,1,1
77,1,1,1,0,120,1,4
76,13,3,1,0,180,1,1
56,5,2,0,0,30,1,4
24,5,2,0,0,120,1,4
1,0,1,0,0,180,1,2
63,13,3,1,0,120,1,1
34,0,1,1,0,90,1,1
6,13,1,0,0,60,1,2
84,10,1,0,1,30,1,3
17,9,2,0,0,90,1,1
66,2,2,0,0,90,1,0
41,13,2,0,0,180,1,2
38,9,1,1,0,120,1,1
40,9,1,0,1,30,1,3
74,14,3,1,0,90,1,1
23,11,1,0,0,180,1,4
59,2,3,0,0,30,1,0
45,3,3,0,0,120,1,2
18,1,1,0,0,90,1,4
67,8,1,0,1,90,0,3
89,9,2,0,0,90,0,4
41,11,2,0,0,30,1,4
31,10,1,0,1,30,1,3
38,13,2,0,0,30,1,4
35,6,2,1,0,30,1,2
100,6,1,1,0,180,1,1
96,14,3,0,0,60,0,4
35,5,2,0,0,180,1,2
2,14,2,1,0,90,1,1
72,2,3,1,0,180,1,1
7,5,2,0,0,120,1,4
96,14,1,0,0,30,0,2
69,13,2,0,0,120,1,4
40,11,1,0,1,120,1,3
67,7,1,1,0,90,1,1
12,7,3,0,0,30,1,4
48,10,1,1,0,120,1,1
59,12,2,0,0,90,1,2
1,8,3,1,0,30,1,0
59,14,1,0,0,60,1,4
4,0,3,1,0,90,1,4
43,13,3,1,0,180,1,1
26,0,1,0,0,30,1,2
31,2,1,0,1,120,1,3
20,2,1,0,0,120,1,2
7,9,2,0,0,180,1,4
71,7,1,0,1,180,0,3
49,14,1,0,0,120,1,2
66,9,3,0,0,30,1,0
43,0,2,0,0,90,1,1
57,12,2,0,0,180,1,2
2,1,2,0,0,180,1,2
85,1,3,0,0,180,1,0
69,2,3,0,0,60,1,4
1,12,2,1,0,30,1,1
86,5,2,0,0,30,0,2
43,0,1,0,1,30,1,3
1,1,1,0,0,30,1,2
80,12,3,1,0,30,1,1
34,14,1,0,0,120,1,2
97,12,3,0,0,180,0,0
86,0,3,0,0,120,1,2
29,4,1,0,0,60,1,2
7,12,1,0,1,90,1,3
21,12,2,0,0,180,1,0
43,6,3,0,0,60,1,0
57,7,2,1,0,120,1,2
35,9,1,0,1,90,1,3
68,0,1,0,0,60,1,2
76,6,2,1,0,90,1,2
92,12,1,1,0,60,1,1
30,4,3,1,0,120,1,1
46,9,2,0,1,90,1,3
54,0,3,0,0,60,1,4
79,2,2,1,0,120,1,1
61,6,1,0,0,180,0,4
29,9,3,0,0,120,1,0
54,0,1,1,0,120,1,1
15,6,3,1,0,180,1,1
11,4,1,0,1,120,1,3
16,0,2,0,0,180,1,4
15,0,2,1,0,180,1,1
11,13,2,1,0,180,1,1
7,0,1,0,1,60,1,3
83,10,2,0,1,90,1,3
2,8,2,0,0,60,1,4
15,10,2,0,0,180,1,0
29,12,3,0,0,90,1,0
22,2,1,1,0,90,1,2
91,14,2,1,0,180,1,1
4,12,2,0,0,90,1,4
83,4,1,1,0,90,1,1
64,10,3,0,0,60,1,4
29,9,2,0,0,90,1,4
